Place ID,Brick Name,Business Name,Latitude,Longitude,Status,Category,,,,name,id,cmp_customer_id
ChIJFzdn355Asz4Rh-lGx4p8ZfE,AL-NOOR BLOCK181920,Mother And Baby Clinic,24.9498315,67.0672405,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,CITY MEDICAL STORE,3390,191-5188
ChIJM3VT25BAsz4RHfESCj7VDCU,BUFFER ZONE,SAMRA PHYSIOTHERAPY & CONSULTANT CLINIC,24.9551931,67.0648603,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,MUNNA MART AND CHEMIST,3391,191-10262
ChIJyeMMVo1Asz4RHmw_iHv6qUM,SECTOR 11 A.B.C.D 14A14B,SHED Hospital,24.9659116,67.0582885,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,SHAMSI MEDICO,3392,191-10603
ChIJe0k7_-1Bsz4RtDSd4-_nO5E,NORTH NAZIMABAD,DARUS SHIFA HOMEO CLINIC,24.9543506,67.047403,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,TALIB MEDICOS,3393,191-13715
ChIJZQEKYodAsz4RMauy6OK7EBw,NORTH NAZIMABAD,Owaisi Homeo Clinic,24.949407,67.0464217,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,YOUSUF & COMPANY,3394,191-2906
ChIJIWvnuPdBsz4R2UPq8qS9_IY,NORTH NAZIMABAD,"Dr. Rauf Medical Centre (Dr. Fozia Gynecologist and Sinologist, Dr. Naseem Family and Child Physician, Dr. Rauf Orthopaedic)",24.9558485,67.0511831,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,DR. ANIL WADHWANI,3395,191-1838
ChIJq6qqr4ZAsz4R9Jif8y7pt0Q,NORTH NAZIMABAD,Farooq-e-Azam Medical Hospital,24.9493155,67.0517331,OPERATIONAL,"hospital, doctor, health, point_of_interest, establishment",#N/A,,,FAZL-E-RABBI MEDICAL STORE,3396,191-4414
ChIJ9YjlfIVAsz4RFcSU_01I4G0,NORTH NAZIMABAD,Sheikh Eye & Diabetic Hospital,24.9542784,67.052979,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,SABIDA MEDICAL STORE,3397,191-2274
ChIJMeiAVq84sz4Rl42aHgDoQoY,NORTH NAZIMABAD,Mumtaz Hospital,24.9496584,67.0528365,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,DR. A.Q KHAN CENTRE,3398,191-3366
ChIJ920vTr5Bsz4RQmIG4KkSKd4,NORTH NAZIMABAD,"Mumtaz Hospital PVT LTD | Home Care , Lab ,X-RAY and Ultrasound Services Karachi",24.9495647,67.0529435,OPERATIONAL,"hospital, doctor, health, point_of_interest, establishment",#N/A,,,UMER MEDICAL STORE,3399,191-2735
ChIJ_VcM0m1Bsz4RY4hx06bK4K0,NORTH NAZIMABAD,Dr Irfan Ali Dental Clinic 24 hours,24.9474493,67.0504437,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,COSTAL PHARMA,3400,191-13214
ChIJkSSFTWlBsz4REvKLO4sGKV8,NUSRAT BHUTTO COLONY,Hadi Medical Store,24.9616671,67.0463395,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,CHANDA MEDICAL STORE.,3401,191-3310
ChIJvSe60vVBsz4R0mhEQYC_jdU,NUSRAT BHUTTO COLONY,Al Hameed medical center and Maternity Home,24.9610634,67.0463438,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,CHANDA MEDICOSE,3402,191-5792
ChIJCfJ9QdFBsz4R5HhJSAXE-w0,NUSRAT BHUTTO COLONY,Rehmat Hospital,24.9621571,67.0457144,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,JAFFER MEDICAL STORE,3403,191-3741
ChIJMX2FN4tAsz4Rf-2Xw3UTFQo,SHADMAN TOWN,Central Homeo Clinic,24.9644008,67.050782,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,SINDH CHEMIST,3404,191-762
ChIJE1Uy3iJBsz4Rpz2aZ8909tI,NORTH KARACHI,Dr Arifa Medical complex,24.9656365,67.0479813,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,TAHA MEDICAL STORE,3405,191-7187
ChIJI1D8EABBsz4R4yfKEJ_Z1kQ,NORTH KARACHI,Iqra Medical Center,24.9647519,67.0504941,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,DR. ABSAR AHMED.,3406,191-7250
ChIJzxcaPHBBsz4R7vDbqErzit0,SHADMAN TOWN,M NAHEED MEDICAL CENTER,24.9625081,67.053249,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,ALI MEDICAL STORE,3407,191-11169
ChIJlw7rysNBsz4RIpYSzKuKKlA,NORTH KARACHI,Blessing Physiotherapy Clinic,24.9657655,67.0529499,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,BADSHA MEDICAL STORE,3408,191-10997
ChIJdXW56IxAsz4RJj_1cdjkilk,SHADMAN TOWN,Al-Nisa Clinic,24.9640127,67.0545745,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,TAYYAB MEDICAL STORE,3409,191-8768
ChIJD7jWVoxAsz4RJIiDZzldYdw,SHADMAN TOWN,Shifa Clinic,24.9626147,67.054857,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,IDEAL MEDICO,3410,191-11518
ChIJq6rqM_NAsz4RgEDCd2c6xcw,NORTH KARACHI,enflant I hospital karachi,24.9659215,67.0543713,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,SHAH FAISAL MEDICAL STORE,3411,191-3207
ChIJzWG0TO1Bsz4RvNs94OO7sVc,NORTH KARACHI,Mamoo and nana qabar,24.9737435,67.0488162,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,MUZAMMIL M/S,3412,191-13780
ChIJDRrmWaNBsz4Rfa7tbSLalFY,NORTH KARACHI,NAZEER MEMORIAL CLINIC,24.969008,67.0515997,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,BISMILLAH MART,3413,191-13299
ChIJmzI8XPFAsz4R3K2Oc4SE9FE,NORTH KARACHI,Al Shifa Eye Hospital,24.9722405,67.0538603,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,THE PHARMACY SERVICES,3414,191-6690
ChIJj-T8pfFAsz4RSOGAnSCKEJY,NORTH KARACHI,Al-Reheem hospital,24.9735457,67.0557299,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,A.A PHARMA,3415,191-6910
ChIJweIaV_BAsz4RVYnNxcX7GfE,NORTH KARACHI,Al Raheem General Hospital (Maternity Home & Orthopaedic),24.9748194,67.0556364,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AL-NASAR MEDICAL STORE,3416,191-895
ChIJjVpUxhNBsz4RMJn_4L5A7uQ,NORTH KARACHI,Al Shafi Welfare Medical Center and Maternity Home,24.9825446,67.0483838,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,RAZZAQABAD MEDICAL STORE,3417,191-6929
ChIJEcT_T_9Asz4RJUneQLkIhMM,NORTH KARACHI,Khan Bhai JaAn Medical,24.9819918,67.0472148,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,CENTRAL MEDICAL STORE.,3418,191-4066
ChIJQQMiaYdBsz4R5MnY8qWcK4o,NORTH KARACHI,Sadaf Medical Center ajmair nagri North Karachi,24.9841577,67.0493179,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,IBN-E-SINA MEDICAL & GENERAL S,3419,191-1898
ChIJT3nI0a1Bsz4Rq5kHW4u0Z24,NORTH KARACHI,M. Abbas medical and general store,24.9843169,67.0494953,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,NISAR M/S,3420,191-1034
ChIJC_34fz9Bsz4RkcJwV0GWqpA,NEW KARACHI,Medi Aid medical centre,24.9849283,67.0499097,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,KASHIF MEDICAL STORE,3421,191-8100
ChIJC_zO7L9Bsz4RQb3FWE0A5Wc,NORTH KARACHI,Ayesha General Hospital And Maternity Home,24.9824795,67.0522992,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,SAFA MINI MARKET,3422,191-8083
ChIJpQ5mXY5Bsz4RvCMBoyxsNHM,NORTH KARACHI,al shifa clinic,24.9808275,67.0522666,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,REHMAN MEDICAL STORE.,3423,191-4122
ChIJN3xkKCM7sz4RIVzn27Xg7_k,NORTH KARACHI,Al Falah General Hospital & Maternity Home,24.9804103,67.0523389,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,DR. ZAHIDULLAH RASHEED,3424,191-7477
ChIJ5_1AfABBsz4RdxQeKi7iZaw,NEW KARACHI,Syed health care center,24.9862726,67.0508044,OPERATIONAL,"hospital, health, point_of_interest, establishment",3640,,,HUSSAIN MEDICOS,3425,191-14558
ChIJe5oeWN1Bsz4RDM8Ag7jeQ78,NORTH KARACHI,Ayesha Gerenal Hospital And Maternity Home,24.9806254,67.0530712,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AL-SHIFA MEDICOS,3426,191-9728
ChIJn7NBag9Bsz4RaiY5fGyCPFA,NEW KARACHI,Amna Medical Center,25.000337,67.0540066,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,YOUSUF MEDICAL STORE,3427,191-9175
ChIJVctSvQtBsz4RivqtDWWbAfg,NEW KARACHI,Shahrukh Hospital,25.0019493,67.0385387,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AZEEM MEDICAL STORE.,3428,191-56
ChIJMX7UFTJBsz4Rhu8-HA-gmkk,NEW KARACHI,Ayesha Gerenal Hospital,24.9939621,67.0438699,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,KHIZAR SPCLST. CLINIC PHARMACY,3429,191-2459
ChIJxTCUIthBsz4RsrOcDfWk8N4,NEW KARACHI,Leprosy Hospital,24.9913759,67.0427743,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,KARACHI MEDICAL STORE.,3430,191-1604
ChIJC6ncQAZBsz4Rw08lej-tMTA,NEW KARACHI,Zarina Clinic Sina,24.9971076,67.0506254,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,FINE MEDICAL STORE.,3431,191-5108
ChIJTckVbUJBsz4RfQ29dv_pcUs,NEW KARACHI,Dr Shahid Clinic,24.9978411,67.0479353,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,DR. SHAHID KHAN.,3432,191-7474
ChIJS-Dq7PBBsz4R7SpUwaLnIQc,NEW KARACHI,"M.M.I Memorial Medical Centre, Maternity Home, Old Age and Baby Day Care Centre",24.9932102,67.0545114,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,BISMILLAH MEDICAL STORE,3433,191-8834
ChIJaWlEuvNBsz4RpRtvgO_lAD8,NEW KARACHI,Sindh Government Dispensery Manghopir,24.9897893,67.041987,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,S.S MEDICAL AND GENERAL STORE,3434,191-13585
ChIJiSr6QjVBsz4RqizQWQxf418,NEW KARACHI,Doctor Arifa Medical Complex,24.9909099,67.0549316,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,HAAIM M/S,3435,191-9251
ChIJhRN47ZtBsz4RvnVO45b4vYM,NEW KARACHI,Al Murtaza Medicle Center,24.9947947,67.055423,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,REHMAT MEDICAL STORE,3436,191-1734
ChIJt3WT25lBsz4R4P6GO3gI_FU,NEW KARACHI,"Bismillah Medical Clinic, North Karachi",24.9900466,67.0562741,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,HELLO PHARMACY,3437,191-12224
ChIJMaRIOEtBsz4RpdgT1EY3vZc,NEW KARACHI,Hassan Medical Center and Maternity Home,25.0012397,67.0502922,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,SAWAT MEDICAL STORE.,3438,191-8154
ChIJ3wrnLJhBsz4R4SLSguEXJ9Y,NEW KARACHI,Rana Medical Centre,25.0038898,67.0524499,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,FAIZ-E-AAM MEDICAL STORE,3439,191-1794
ChIJp8xdKK9Bsz4RaSpkBtNPDzQ,NEW KARACHI,Speech therapy Center north karachi,25.0046681,67.0532952,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,SHAIKH MEDICAL STORE.,3440,191-6207
ChIJiQgZ4A5Bsz4RlRW7OCFDCYE,NEW KARACHI,Al Rehman Clinic,25.002015,67.0539658,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,NEW AHMED MEDICAL STORE,3441,191-6919
ChIJWb3_E7BBsz4RRVVrjuAIVpQ,NEW KARACHI,Markazi Khanqah Tariq Jhangiri,25.0027629,67.0551499,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,KHAN MEDICAL STORE,3442,191-12864
ChIJnRRsXEJBsz4RZ2glnpd0ybc,NEW KARACHI,Al Anum unani Dawakhana,25.0027537,67.0551818,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,HAIDER MEDICAL STORE,3443,191-271
ChIJ68F43LM_sz4R4y_FMkY7ZnI,LIAQUATABAD # 5678910,Israel Chok Iqbal Medical,24.9035305,67.0573154,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,HAIDER ALI MEDICAL STORE,3444,191-7186
ChIJWai-BH4_sz4RDT9N0-VlbgE,LIAQUATABAD # 5678910,Azam medical,24.9026601,67.0549541,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,NEW FAIZ-E-AAM PHARMACY,3445,191-1027
ChIJHUKiEWQ_sz4Rl5fh6IxUk50,LIAQUATABAD # 5678910,Dr Tariq,24.9001088,67.0554098,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,DAWAAI SHAWAAI,3446,191-11100
ChIJPSfUsqk_sz4RanQYNZBKieU,LIAQUATABAD # 5678910,Rajput bandahni medical centre,24.9057171,67.0599249,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,KHAN & SONS MEDICAL STORE,3447,191-13141
ChIJGTYT7wQ_sz4R376mfE0Gz5Y,LIAQUATABAD # 5678910,Iqbal Medical Center,24.90641,67.05639,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,SUBHAN CLINIC,3448,191-11310
ChIJY0I1Myg_sz4RPqEiNtC7kGg,LIAQUATABAD # 5678910,Life Care Medical Center,24.9016875,67.0529375,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,SAVERZ M/S,3449,191-8623
ChIJu_m29AE_sz4R1kZ1C-Q_JSs,B-1 AREA LIAQATABAD,Qasimabad UC-5 Dispensary,24.8994786,67.0521551,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,HAJI SIDDIQUE MEDICAL STORE,3450,191-4738
ChIJ_w6dKXw_sz4RRw4aHi-ngZs,LIAQUATABAD # 5678910,Bantva Gilani Medical Center,24.9073694,67.0625025,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,BISMILLAH MEDICAL STORE.,3451,191-940
ChIJ7TOo-hY_sz4RWpbTSUrt354,AL-AZAM SQUARE,POB EYE Hospital (,24.9134402,67.0571102,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,DEPOT LINE CLINIC,3452,191-11160
ChIJi8bhVsw_sz4R7dzPMSZNM5M,AL-AZAM SQUARE,Usman Memorial Hospital,24.9144644,67.0566919,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,Z.H PHARMACY,3453,191-13652
ChIJ9zo9Bw4_sz4REU5QlLS7b38,HUSSAINABAD #,Fatima Clinic and Maternity Hospital,24.9157166,67.0579166,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,M.D MEDICOS MEHMOODABAD GATE,3454,191-1457
ChIJf1TuSXY_sz4R6eGouhCot50,HUSSAINABAD #,Okhai Memon Hospital,24.9159021,67.0573636,OPERATIONAL,"hospital, health, point_of_interest, establishment",3388,,,IQBAL CLINIC,3455,191-14596
ChIJdyBghhE_sz4RCAqVOf5ZqmY,HUSSAINABAD #,Kosar Medical Center (Meternity Center),24.9159695,67.0608624,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,MEHRAN MEDICAL STORE.,3456,191-3779
ChIJk0VaXA8_sz4RDkMUb9BCyVk,AL-AZAM SQUARE,Shadman Maternity Homes And Hospital,24.9100392,67.0536622,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,HUSSNAIN M/S,3457,191-8285
ChIJzbfbTvk_sz4Rv12HZDnawhE,KARIMABAD,Dr Muhammad Younas Clinic,24.9146343,67.0635876,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,QUETTA MEDICAL STORE.,3458,191-3884
ChIJp0Xntg0_sz4RxYtLBpjYyT0,HUSSAINABAD #,OTC HOSPITAL,24.9176339,67.0557468,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,MASHALLAH MEDICAL STORE,3459,191-10638
ChIJob_auHI_sz4RIHwSUD4gcL0,GULBERG,Zainab Medical Centre,24.9223011,67.0570294,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,HABIBIA CLINIC,3460,191-2004
ChIJrxj3KQ4_sz4RJs-M_K5P26s,KARIMABAD,Bawany Clinic,24.9213348,67.0589193,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,KAMIL PHARMACY AND DIAGNOSTIC,3461,191-14672
ChIJX4O3thI_sz4R4B-e0fQ-p5I,KARIMABAD,Zainab Clinic Federal B Area,24.9212776,67.059535,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,BADSHAH MEDICAL STORE.,3462,191-10708
ChIJO_ohYQ0_sz4RLgsEd-RkWgM,KARIMABAD,KUTYANA EYE HOSPITAL,24.9198771,67.0580923,OPERATIONAL,"hospital, doctor, health, point_of_interest, establishment",#N/A,,,DUA MEDICAL & GENERAL STORE,3463,191-5083
ChIJuapEKZk_sz4Rhz_hiqD_V7A,KARIMABAD,Rabbani Medical & General Store,24.9196024,67.0583531,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AL- AMAN MEDICAL AND GENERAL S,3464,191-14654
ChIJRXgGDgA_sz4RxVAcOFJsOkY,KARIMABAD,Habib Patti Wala orthopedic,24.9195689,67.0590888,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,RAJPUT BROTHERS MEDICAL STORE,3465,191-6545
ChIJuRT4f9Y_sz4RhyphNoRGoO8,KARIMABAD,Dr.Salim ghaGyoor,24.9195689,67.0590888,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,TAHA MEDICAL STORE,3466,191-4266
ChIJL5SVpv4_sz4R2lyWUVE1__I,KARIMABAD,"EPI Vaccination Centre, UC 34, Karimabad",24.9198142,67.0603833,CLOSED_TEMPORARILY,"hospital, health, point_of_interest, establishment",#N/A,,,PAKHTOON MEMOERIAL CENTER,3467,191-13333
ChIJ8Sxneyo_sz4R_eGykWBb4Ns,HUSSAINABAD #,Dr Khurshid Clinic,24.9184442,67.0553903,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AL-MASOOM TRADER,3468,191-3943
ChIJ6_vSrBM_sz4R6cc1Hojlh2U,KARIMABAD,Fatima Bai Tai Memorial Hospital,24.9187208,67.0613609,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,THE MEDICOS,3469,191-10394
ChIJHzP9fls_sz4R5SE464znNkU,SAMANABAD,Fatima Health Care. Medical & Dental,24.9380888,67.0764274,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,ALI MEDICAL STORE,3470,191-6908
ChIJqdOZlm8_sz4Rvs9vqUdEJE8,AISHA MANZIL,Taj Eye Hospital,24.9318614,67.060259,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,KARACHI MEDICAL STORE,3471,191-29
ChIJbasUJAA_sz4RRPWSWl3Di3Y,GULBERG,Alkhidmat Medical Clinic Rehman Abad,24.9329182,67.0557309,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,TAYYABA M/S,3472,191-832
ChIJce8ggSw_sz4RoZO-c1G7XGI,AISHA MANZIL,Tib Medical and Dental Centre- TMDC,24.9318337,67.0606544,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,TIME M/S,3473,191-2722
ChIJ29TOKQI_sz4RnhOtW6a6csY,GULBERG,Dr. Sabrina Hospital,24.9354587,67.0577733,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AREEIN MEDICAL STORE,3474,191-1103
ChIJZX71ans_sz4RAeLQ9I6le0k,GULBERG,Apna Doctor Free Dispensary,24.9368313,67.0567811,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,M. M MEDICAL STORE,3475,191-13452
ChIJya-2oXE_sz4Rgxc5nL99Ws0,AISHA MANZIL,Nazeer Hussain Memorial Kidney Centre,24.9281528,67.0553633,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AL-QASIM MEDICOS,3476,191-664
ChIJC52DpCo_sz4Ro1CcBxTPNkk,AISHA MANZIL,KIKD Karachi institute of kidney disease,24.928145,67.0553538,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,FAISAL M/S,3477,191-10679
ChIJKbuNGp9Asz4RnKDhXCvYgcY,AL-NOOR BLOCK181920,Al Fatima Ultra Sound,24.9491133,67.0679386,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,ALLAIES MEDICAL AND GENERAL ST,3478,191-6152
ChIJ0weKr7o_sz4RrQBk1q1NprY,GULBERG,Al Huda Homoeo Hospital,24.9400603,67.0594315,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AZIZ M/S,3479,191-12874
ChIJr_aATLA_sz4R6JsxaOXniqk,GULBERG,Khizar khan korai medical center,24.9398523,67.0591032,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,KORANGI LANDHI MEDICAL CENTER,3480,191-9482
ChIJa7QHJpU_sz4RvwAG-fs8FtI,GULBERG,SAYYADA MEDICAL CENTER,24.9391846,67.0579824,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,HEALTH LINK PHARMACY,3481,191-14152
ChIJxxGhTiY_sz4RRLykHhngP_I,NORTH NAZIMABAD,Alsafa hajama center,24.9417902,67.0539059,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,BASIR MEDICAL STORE.,3482,191-3753
ChIJUf9eb4VAsz4RAr_FVyJWxrg,NORTH NAZIMABAD,Al-Khidmat Medical Center,24.9541279,67.0563945,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,CITY MEDICAOS,3483,191-7823
ChIJl9xz3o9Asz4R18Qwq3cL2jk,SHADMAN TOWN,Mamta Medical,24.9565976,67.0579832,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,PRANJAL PHARMACY,3484,191-2097
ChIJfzeuIJBAsz4RsBducZYk1GE,SHADMAN TOWN,Geo Life General And Children Hospital,24.9567611,67.0584795,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,PARKLAND CHEMISTS,3485,191-4130
ChIJR1pv7ClBsz4Rlz0er_YzSzU,NORTH NAZIMABAD,Indus Hospital Funds Collection Center North Nazimabad,24.9500376,67.0625522,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,YASIR MEDICAL AND GENERAL STOR,3486,191-2235
ChIJ93tFqZlBsz4RMZVRDR_aFI8,BUFFER ZONE,Meritime General Hospital And Meternity Home,24.9523343,67.0635135,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,DR. ASMA SAMI,3487,191-8714
ChIJVVXp9JBAsz4RsPb6Dhl1FdI,BUFFER ZONE,Serving Hands Emergency Medical Centre & Poly Clinic,24.9571431,67.0616087,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,KHAN MEDICAL STORE,3488,191-2915
ChIJJde-FZJAsz4RZuMojiY3Hqc,SECTOR 11 A.B.C.D 14A14B,Dr. Tabassum Medical Center,24.9619527,67.0599293,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,ELAHI MEDICAL STORE,3489,191-7991
ChIJKU3rVJJAsz4RDWid-ruCEJ4,SECTOR 11 A.B.C.D 14A14B,Sindh Government Children Hospital,24.96371,67.06124,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,ITTEHAD PHARMACY,3490,191-3608
ChIJ9Sl8uJJAsz4RCMXHayySQXc,SECTOR 11 A.B.C.D 14A14B,Eidhi Nafsitati Hospital For Womens,24.9657059,67.0597884,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AL-QASIM MEDICOS,3491,191-2426
ChIJId8voudBsz4RItXB0-N4-qs,SECTOR 11 A.B.C.D 14A14B,Chamber of commerce hospital,24.965949,67.056945,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,YASEEN MEDICAL STORE,3492,191-13488
ChIJpyNTs_JAsz4Rcq0Pgu3ufog,SECTOR 11 A.B.C.D 14A14B,Aiwan-e-Tijarat-o-Sanat General Hospital,24.9659809,67.0569814,OPERATIONAL,"hospital, doctor, health, point_of_interest, establishment",#N/A,,,KOMAL MEDICAL STORE,3493,191-11824
ChIJQ40YxpFAsz4R8uqT9SQbOyM,SECTOR 11 A.B.C.D 14A14B,Dua Clinic,24.9588933,67.05954,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AL-MADINA PHARMACY,3494,191-10277
ChIJo7pmAABBsz4RsUqwO43Rlw0,SECTOR 11 A.B.C.D 14A14B,QADRI DAWAKHANA,24.958068,67.0600309,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,HALEEM MEDICAL STORE,3495,191-3497
ChIJk55wAsNAsz4RBJji7O-BHdQ,SECTOR 11 A.B.C.D 14A14B,Al Musarat Clinic,24.977589,67.0732795,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,HUSSAIN BROTHERS,3496,191-4524
ChIJsQQ7AeZAsz4R9jizk59-lBc,SECTOR 11 A.B.C.D 14A14B,The Medi-Call General Hospital,24.9788019,67.0645731,OPERATIONAL,"hospital, doctor, health, point_of_interest, establishment",#N/A,,,BISMILLAH MEDICAL STORE,3497,191-9287
ChIJtZnT_etAsz4R1FhTqsytWOM,SECTOR 11 A.B.C.D 14A14B,North Karachi Hospital,24.9726882,67.0630762,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,ADEEL MEDICAL STORE,3498,191-246
ChIJIS-pGBNBsz4RiiWmNoTVf_w,SECTOR 11 A.B.C.D 14A14B,Rajput skin clinic,24.9714476,67.0601773,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AL-MADINA MEDICOS.,3499,191-2458
ChIJPUAW7M9Bsz4RT9U1rk1P6I0,SECTOR 11 A.B.C.D 14A14B,THO Office North Karachi,24.9700964,67.0593021,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,SAFEMED PHARMACY,3500,191-13663
ChIJSZAAVepBsz4RI27bSU6sgkk,SECTOR 11 A.B.C.D 14A14B,Ali Homeo Traders,24.9719808,67.0610536,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AL-SHIFA MEDICAL STORE,3501,191-3769
