Place ID,Brick Name,Business Name,Latitude,Longitude,Status,Category,,,,name,id,cmp_customer_id
ChIJg0jBMLI9sz4R7oZtPfPkF0Y,CHANASAR HALT,"Al Mustafa Trust Medical Center, P.E.C.H.S, Mehmoodabad",24.8536105,67.0621288,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,Q & I MEDICAL STORE,4280,191-3663
ChIJW-8nCQA9sz4R5vXviCh47hI,CHANASAR HALT,Chicken Gunya centre Masjid ablag,24.8519527,67.063789,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,MASHALLAH MEDICAL STORE,4281,191-2278
ChIJucx5sqM-sz4RtY_S-jFgMdY,HILL PARK,Shariq Clinic,24.8644396,67.0734773,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,AL-SHIFA MEDICAL STORE.,4282,191-3241
ChIJh1qbMrw-sz4RVDIS172Z-8A,HILL PARK,Bait-ul-Sukoon Cancer Hospital,24.8729584,67.0730942,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,AGHA MINI MART,4283,191-14100
ChIJA-9xFJs-sz4RDvLMAKQPYO8,P.E.C.H.S.,Pasha Hospital,24.8617813,67.0605844,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,ALMAS MEDICAL STORE,4284,191-2243
ChIJDagYV5s-sz4RdE50Dx1Ev_Y,P.E.C.H.S.,Dr. Yawar Zaman Eye Hospital,24.8609308,67.0593865,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,NEW UMAR MEDICOS,4285,191-634
ChIJTdmAg5w-sz4R-d5DHgH0cCw,CHANASAR HALT,Bone Care Unit,24.8599773,67.0608132,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,SKY MEDICOS,4286,191-14644
ChIJ4-9WRps-sz4R3CBk6nMF4ns,P.E.C.H.S.,Maternity Home,24.8611996,67.0593528,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,J.H MEDICAL STORE,4287,191-11646
ChIJKVYAGAA_sz4RRtGdr8wG0Fc,P.E.C.H.S.,Jinnah canteen,24.8609889,67.0592845,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,DR. ZAHOOR,4288,191-13295
ChIJbb3VR5s-sz4Rx4PKvDsEaNY,P.E.C.H.S.,Al-Maimoona Gyne & Maternity Clinic,24.8612727,67.0591323,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,SHOAIB BROTHERS,4289,191-12174
ChIJASMIWQA_sz4RYrnke47asT0,CHANASAR HALT,Gamca Office Karachi/Nishan Law Associates,24.8600399,67.0629591,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,MARHABA MEDICAL K,4290,191-9565
ChIJ7U5nE5w-sz4RzlWQ7VRsz1k,CHANASAR HALT,Medical Diagnostic Clinic,24.8598497,67.0630011,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,NOORANI MEDICOS,4291,191-14281
ChIJsSigPfs_sz4RrZ0Ssl7cU6Q,CHANASAR HALT,Al Hilal Medical Centre? ?????? ?????? ?????,24.859445,67.0631078,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,MERAJ MEDICAL &GENERAL STORE,4292,191-4728
ChIJNVzGhME-sz4ROqcr8vKvvqs,BHADURABAD,Dr Aisha's Health Vision Hospital,24.8840042,67.072849,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AL-MADINA MEDICAL STORE,4293,191-1225
ChIJxSUavOo-sz4RWP5xxCNyRLg,BHADURABAD,hijama,24.8823863,67.0715585,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AYESHA MEDICOS,4294,191-13770
ChIJe85B3e8_sz4R4v0YI4QWpcQ,P.E.C.H.S.,Naveed Hijama Centre,24.8726945,67.0606814,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AL-RASHEED MEDICAL STORE,4295,191-11079
ChIJI5wLbW4_sz4RamXaeMByl_4,P.E.C.H.S.,Smart Hair Transplant Platic Surgery,24.8684157,67.0584483,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,COUNTER SALE,4296,191-12247
ChIJ8-QnU98_sz4RIN19-O7Lot4,P.E.C.H.S.,Mutahhar Medicare,24.8734441,67.0571587,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,MUHAMMAD ALI 2,4297,191-3553
ChIJ6d69n_Q_sz4RcBy2IkZlRr4,P.E.C.H.S.,National Welfare Centre,24.86773,67.057799,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,SIDDIQUE M/STORE,4298,191-7580
ChIJe-U0H7o_sz4Rg48AcOI4wFs,P.E.C.H.S.,medical frequency center tariq road,24.8710008,67.055965,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,BHAI JAN II MEDICAL STORE,4299,191-8722
ChIJb1eSGiw_sz4R266yZeMP2yI,P.E.C.H.S.,Rabia Moon Welfare Trust ????? ??? ??????? ????,24.8746836,67.0585248,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,BISMILLAH M/STORE,4300,191-427
ChIJcfQhw4o-sz4RdiNrnJBW28A,P.E.C.H.S.,Rabia Moon Memorial Institute of Neurosciences Trust,24.8747173,67.0582728,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,PAK TIBBI DAWAKHANA,4301,191-10173
ChIJPZqVq54_sz4RA_nn6tTybwk,P.E.C.H.S.,Five Health Infirmary (Meritorious Elementary School),24.8663244,67.0606472,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,PAK PANJETAN MEDICAL STORE,4302,191-7134
ChIJux-4g1w_sz4RbP0l_sXETHM,P.E.C.H.S.,JALIL MEDICAL STORE,24.8741841,67.0567803,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,GHANI MEDICAL STORE,4303,191-23
ChIJ__-rUow-sz4RRcdnlinm3cM,P.E.C.H.S.,eScribe,24.8727601,67.055372,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,WAHEED MEDICAL STORE,4304,191-6635
ChIJX6APF24_sz4RBh2IHjRW-MM,P.E.C.H.S.,Family Care Hospital,24.8758462,67.058098,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,LIFE LINE M/S,4305,191-6764
ChIJRRsKjtw-sz4R5xhhlSlDhZU,--,The Aga Khan University Hospital (AKUH),24.8920057,67.0747154,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,ZEESHAN MEDICAL STORE,4306,191-14312
ChIJ3xOMBN0-sz4Rn7jmYAcTKPA,--,AKUH Private Wing,24.8924663,67.0728105,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,NEW LIFE CARE PHARMACY,4307,191-14242
ChIJ79WeAe0-sz4RnZprkex-rOs,P.E.C.H.S.,Al-Ata Foundation Clinic Branch 2,24.8797411,67.0611267,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,KHAN MEDICAL STORE,4308,191-203
ChIJPXkQ2z0_sz4R5oRKM4YLPbM,SHARFABAD & T.V STATIO,Khan Labs and Diagnostic Center,24.8823022,67.061373,OPERATIONAL,"physiotherapist, hospital, doctor, health, point_of_interest, establishment",#N/A,,,KULSOOM MEDICAL STORE,4309,191-8883
ChIJCYBR6xgWsz4RTCzVdEp7kA4,P.E.C.H.S.,Sharif Medical Centre,24.8787306,67.0596443,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,MUHAMMADI MEDICAL STORE,4310,191-1956
ChIJ_esP_fFGsz4RjLP005gIBCY,P.E.C.H.S.,Afsar Memorial Hospital,24.8787221,67.0596395,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AL-MUSTAFA MEDICAL STORE,4311,191-1954
ChIJlXRhPew-sz4RDgSvaCIHiRI,SHARFABAD & T.V STATIO,Asian Skin Care Centre,24.8822381,67.0628294,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,FATIMA TRADERS,4312,191-693
ChIJw4QcApQ_sz4RIL-o09lu5xs,BHADURABAD,Dr. Atiq Diagnostic and clinic services,24.8816875,67.0631875,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,AL-FARID MEDICAL STORE.,4313,191-9137
ChIJ33BDbuw-sz4RE5nScCztIrc,BHADURABAD,Medicare Cardiac & General Hospital,24.8810813,67.0634614,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,LEO MEDICOS,4314,191-4063
ChIJJ34Re-w-sz4RdqJk5BTmKXk,BHADURABAD,RIMS CLINICS,24.8808447,67.0637139,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,UMER PHARMACY & GENERAL STORE,4315,191-8996
ChIJ7Rn45KE_sz4RNUNu9T9X07I,BHADURABAD,American Aesthetics - Best Hair Transplant in Karachi,24.8808836,67.0638195,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,KHAN MEDICAL STORE,4316,191-12581
ChIJ4XzhOuU_sz4RfpKp_0UT7RA,BHADURABAD,Dr Fozia Siddiqui Neurologist Clinic,24.8808836,67.0638195,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,SMC PHARMACY AND STORE,4317,191-14324
ChIJXduKiOA-sz4REtDGM0LDmWI,GULSHAN BLOCK 14,Babar Hospital,24.8979725,67.0694048,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,AREEB M/S,4318,191-4536
ChIJD-fgXNk-sz4RBL9KyL00zPk,--,BioMedica Pakistan,24.8972201,67.0775329,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,KHAN M/STORE,4319,191-4449
ChIJ9ZASZRU_sz4RuUuE385u4PM,CHANDNI CHOWK,Alhamd Medical Centre DrZubair,24.8903125,67.0621875,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,AYAAN GENERAL HOSPITAL,4320,191-14675
ChIJFR_V9tM_sz4RT_Kr5NkKDTA,P.I.B.COLONY,Sindh Government Hospital PIB Colony,24.89282,67.0590344,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,MUHAMMADI M/S,4321,191-3466
ChIJuUyjOQA_sz4RWs6fHU0QWJ4,P.I.B.COLONY,"EPI Center 100 Bedded Hospital PIB Colony, Gulshan Iqbal, District East",24.892958,67.0589663,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJ5XhPo5g_sz4Ra5yiD764S80,P.I.B.COLONY,Urban Health Center Ghousia Colony,24.8886336,67.0585687,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJee5gOQA_sz4RRWwHx2gIXoM,P.I.B.COLONY,"EPI Center Ghousia Colony, Gulshan Iqbal, District East, Karachi",24.8886723,67.0584378,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJGzr1mts_sz4R84rlK-r5T40,CHANDNI CHOWK,Tahir Clinic,24.8895171,67.0635235,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJDXwJ4eU-sz4RTQSrQSjKs5g,CHANDNI CHOWK,Kara Clinic,24.889981,67.0640516,OPERATIONAL,"hospital, point_of_interest, doctor, health, establishment",#N/A,,,,,
ChIJ33vl5-w_sz4R0tp-yb74o-A,SHARFABAD & T.V STATIO,Dow Lab and Radiology Complex,24.888472,67.0630934,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJkwB04OU-sz4R0TcbUB2Ogwk,CHANDNI CHOWK,Hamza Colony,24.8901945,67.0641298,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJP1pyn2w8sz4Rx5xLZsWFhEo,KASHMIER COLONY,Madina Clinic,24.8333666,67.0764711,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJaQWw2hc8sz4RxvX3Hou4obE,AZAM BASTI,Azam Town General Hospital,24.8431052,67.0709897,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJfRIVAo89sz4RElRqeIf5UDI,AKHTER COLONY,Zainab clinic,24.8404591,67.0730363,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJka4wNK09sz4R8LdEMy9HOb4,AKHTER COLONY,Ayesha Bukhari Gynae Clinic,24.8394759,67.0735501,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJX1aXfhY8sz4RaSKRKv2bguI,AKHTER COLONY,Fiza Clinic,24.8394434,67.0735843,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJYeLhFzY9sz4Rfp2OT6-pdTE,DEFENCE MARKET,Health Care Pharmacy,24.8374523,67.0699192,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJv6WCmBc8sz4RCFonIxam5LM,AZAM BASTI,Bakht Bhari Chiniot Hospital,24.843655,67.0733296,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJKa4fTBQ8sz4R4DevH2pocsM,AKHTER COLONY,Sana Clinic,24.8382441,67.0736221,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJcQTJ2CE8sz4RHtpew4cTqWs,AZAM BASTI,Asif Dental Clinic,24.8523719,67.0705844,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJmb3h0ek9sz4RWjdXkQh5_wg,AZAM BASTI,Dua Clinic,24.8506622,67.0687362,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJr2D7WBU9sz4RG_bdFSYZpD8,AZAM BASTI,Rehmat clinic,24.8517486,67.068534,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJUYIvgdY9sz4RyChT6dBogtE,MEHMOODABAD # 12345,Ajmeri Herbal Cancer Dawakhana,24.8532952,67.0718939,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJIS7riiI8sz4RNdFkNYqQRIQ,AZAM BASTI,Mevi Trust,24.8475079,67.0688695,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJ2U9N-x48sz4RIH0qLOrpUZE,AZAM BASTI,Al Shifa Clinic,24.8532974,67.0736897,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJc4NxcwA9sz4RHSfpCBfqvLU,AZAM BASTI,MUHAMMADI Medical Centre MMC,24.8513458,67.0747287,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJw_xurCM8sz4R8BVmO-Ib368,AZAM BASTI,"Tariq Hospital, street 3 azam basti",24.8477333,67.067065,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJ78_7Dro-sz4RrV_J5epgoGA,MOHD ALI SOCIETY,Al-Hamra Diabetic & Medical Center,24.8751929,67.0797165,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJP_AoWJ8-sz4RD19qTreMSFE,BALOCH COLONY,Azara Clinic,24.8611097,67.0701411,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJLZP2qRo_sz4RkYbVwKPmY28,CHANASAR HALT,Al Raed Medical Diagnostic Center,24.859849,67.0665535,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJtWkPPbw_sz4RZRlfg39KClo,MEHMOODABAD # 12345,ARB Medical Center,24.8570492,67.0721671,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJAQAAUJ8-sz4RA-s0YzyX-qE,CHANASAR HALT,Accubaq Diagnostic,24.8605693,67.065602,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJk0YXRTQ_sz4Rn9wmLm52aZ8,BALOCH COLONY,Five Health Infirmary,24.8632595,67.0746805,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJx1lufuA_sz4R8Kub7H5Ri3s,CHANASAR HALT,GAMCA Medical,24.8594653,67.0655224,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJz0A9Hpw-sz4RK7kSsG6612I,CHANASAR HALT,Ghafoor Medical Center,24.8597117,67.0643781,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJC3SLLJ4-sz4R0gVFnwqVEpw,MEHMOODABAD # 12345,NIBD Hospital PECHS Campus,24.8561788,67.0670195,OPERATIONAL,"hospital, doctor, health, point_of_interest, establishment",#N/A,,,,,
ChIJ8UvFvss5sz4RwEAspQZOY58,MEHMOODABAD # 12345,NIBD Hospital - Head Office,24.8560152,67.0673018,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJ27HRBcY-sz4R0ne8X9nMnDY,DHORAJI,Cafe of Existence,24.8857084,67.0815654,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJP9xs2cc-sz4ReGvM4x9X9sw,MOHD ALI SOCIETY,Tahir Medical Centre Hospital,24.8814729,67.081345,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJ66T6N7w-sz4RgrnxEoR7tj4,HILL PARK,Samad Clinic Shaheed-e-Millat Road Karachi,24.8724554,67.0740666,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJf2ewWNY_sz4RHRg7yfzzcFs,HILL PARK,Dr. Abdullah Iqbal Clinic (Hill Park Hospital),24.8740762,67.0737342,OPERATIONAL,"hospital, point_of_interest, doctor, health, establishment",#N/A,,,,,
ChIJPzvIhL4-sz4R5P9Tqg3U_a4,HILL PARK,Hill Park General Hospital,24.8741606,67.0737913,OPERATIONAL,"hospital, point_of_interest, doctor, health, establishment",#N/A,,,,,
ChIJT81Gnr4-sz4Rs7pIcuCh0sU,HILL PARK,"Dr.shanila Feroz.mbbs,fics(usa,fcps) Assistant Professor And Consultant Despartment Of Ent And Head And Neck Surgery Faculty Of Aga Khan Hospital",24.8738285,67.0745014,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJm3JHnr4-sz4RKyOwaK55Kr4,HILL PARK,United Hospital,24.873821,67.0745102,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJG3NXvZ4-sz4RMX-inQFALpw,DHORAJI,GAMCA Office Karachi,24.8753359,67.0731296,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJGUUNPAA_sz4RIfvQTg_Bp70,HILL PARK,Dehli Mercantile Society - DMS Hospital,24.8760369,67.067024,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJoQhdu8g-sz4RjN1xHkthoHo,DHORAJI,POB Eye Hospital (Adamjee Unit),24.8851214,67.0829118,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJM42y28g-sz4Rui2zYMbHy-E,DHORAJI,G A ASGHAR Psychiatric institute.,24.885686,67.084677,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJY-BQneo-sz4RC4V39Bhccr0,BHADURABAD,Saad Dental Clinic,24.8807012,67.0702759,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJoWBoHQA_sz4R367-7uaMULs,BHADURABAD,Al Khidmat Pharmacy and Laboratory,24.8811754,67.0706672,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJa2HE9Gc_sz4RU2BP88OsK2w,--,Liaquat National Hospital Gate no. 3,24.890845,67.0709766,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJM8oO1eo_sz4RMUiqRwZcI7U,--,Human Resources Department,24.8912105,67.0695588,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJo8OiSp0_sz4RP2V-7Blbw8g,--,Department of Speech Therapy - Liaquat National Hospital,24.8909028,67.0692171,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJk5VcWpY_sz4RUbL03YhzV60,OLD SUBZI MANDI,Dr. Sheeba Medical Centre And Materniry Home,24.9018707,67.0705088,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJgXFN4x8_sz4Rr135XTB63BM,OLD SUBZI MANDI,Hajjra Clinic And Maternity Home,24.9029524,67.0681467,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJwZproR8_sz4RYEE7Wd301WE,OLD SUBZI MANDI,Mothercare Hospital Karachi,24.9032879,67.0685405,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJ0x1tIAA_sz4Rk1N4R33d7ec,OLD SUBZI MANDI,"EPI Center, EDHI Welfare Center, Eissa Nagar, Gulshan Iqbal, District East.",24.8983244,67.068116,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJFZ57_Ag_sz4RjNFal6s6F_A,OLD SUBZI MANDI,Tahir dental care,24.9008339,67.0661566,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJbfsVSBk_sz4RJHJsEvqv-zc,OLD SUBZI MANDI,Al Hayat Hospital,24.8972102,67.0670612,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJdV_OYBI8sz4RdpeIntxNJCs,DEFENCE PHASE 1 & VIEW,Defence Health Care Clinic DHC,24.8388054,67.0808663,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJb6a_IA48sz4RfulyED0to-I,MANZOOR COLONY,Sarhandi's Neuro Phychiatric Hospital,24.8430714,67.0808833,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJseThWwA9sz4R_sQUwbo2ypM,DEFENCE PHASE 1 & VIEW,Basheer ka dost,24.8387201,67.0809625,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJB9SjpzM9sz4RlOqlH8Thsw4,DEFENCE PHASE 1 & VIEW,Al jannat. Clinic,24.8386533,67.0809163,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJ19K_a_w9sz4R3YqafknshsM,DEFENCE PHASE 1 & VIEW,Indus Ach Hospital,24.8386245,67.081035,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJsV-i-rI9sz4RY5yc7k8ac2c,DEFENCE PHASE 1 & VIEW,"Rehman Dental, Medical & Aesthetic Clinic",24.8383866,67.0811893,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJ7xR2-kk9sz4R0XuyMa8qJfw,KASHMIER COLONY,Sarhandi's neuro psychiatric and garenal hospital,24.843058,67.0823449,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJUZvt9hA9sz4RPpdqdF1Lnjk,DEFENCE PHASE 1 & VIEW,HUSSAIN LAKHANI MEMON TRUST & HOSPITAL,24.8379292,67.0808313,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJX2YsBTE9sz4RcQUvYL3e91M,KASHMIER COLONY,Mother care and delivery,24.8431235,67.0827288,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJF9WtGUY9sz4RmZYU6uxPavI,KASHMIER COLONY,Umeed Maternity Clinic,24.8431251,67.0828973,OPERATIONAL,"hospital, point_of_interest, health, establishment",#N/A,,,,,
ChIJdxYU7l49sz4RKAXuDlhHK4A,MANZOOR COLONY,Adnan Homeo Medical Clinic,24.8504745,67.0792845,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJIz1sQwA9sz4RL134Rnieb7o,MANZOOR COLONY,Al-Moosa Medical Center & Meternity Home,24.8506866,67.0815493,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJzzc3zMg9sz4RZHTD9tvhJFs,MANZOOR COLONY,Al Shifa Awami Homeopathic,24.85177,67.0811903,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJZ7Lg9ds9sz4RO_-Vrdo7HMY,AZAM BASTI,Government hospital RBCL dispancery,24.8506205,67.0782689,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJBT7bdQA9sz4RgLVNylUyle8,AZAM BASTI,"EPI Center, UHC Azam Basti Jamshed Town District East Karachi Sindh",24.850173,67.0781562,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJn75N7XY9sz4RhxacX8u1KDQ,MANZOOR COLONY,???? ???? ?????,24.8482009,67.0816036,OPERATIONAL,"hospital, health, point_of_interest, establishment",2457,,,,,
ChIJpw6CvgQ8sz4RYTzVFJFPM0o,MANZOOR COLONY,Al Anwar Clinic,24.851722,67.08348,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJr6BIVQA_sz4RuccYiljuF54,SHAHEED-E-MILLAT ROAD,Plastic surgery and general hospital Karachi,24.8691294,67.0813543,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJnehivdk5sz4RwvJ4osd5lSE,HILL PARK,WilCare Karachi,24.867901,67.0801035,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJ05lpxbA-sz4Rjm06-is_prU,MOHD ALI SOCIETY,Ahmed General (Kathiawar) Hospital,24.874521,67.0843435,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJVRVTsCA_sz4RNf5o69ugi2c,MOHD ALI SOCIETY,LYFE HEALTHCARE,24.8747951,67.0845017,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJeztG1cc-sz4RZgLaTiYts_0,DHORAJI,Zubaida Medical Centre (ZMC),24.8832302,67.0821474,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJaRrC-7g-sz4Rq_02foVQgeI,MOHD ALI SOCIETY,Naya Jeevan OPD Network,24.8776017,67.0788578,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJJ9d81rc-sz4RfuEQy9gVUes,MOHD ALI SOCIETY,Dental Aesthetics,24.8808361,67.0847707,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJ2_pTXsQ-sz4RQW8TOtzicz8,DHORAJI,Dr. Khairun Nisa Zia Medical Center,24.8880806,67.0778963,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJF2ODQcQ-sz4R77nNwV0lka4,DHORAJI,Hajra Hajiani Koncheala Medical Center,24.8876481,67.0775949,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJGeyQSuA_sz4R8Na6RY4i-og,--,CSSD Manager Office,24.892358,67.0758603,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJFYkmCEw_sz4Redm5RRzyVIQ,DHORAJI,Al Mustafa Hospital Dhoraji,24.8867529,67.0787852,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJM_3Sh00_sz4RFrlamLxa31A,MOHD ALI SOCIETY,Dr. Azeem sidiqui Dental Clinic,24.8825732,67.090491,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
ChIJEb7iVJI_sz4RcUnL5P9eNMc,MOHD ALI SOCIETY,Kamishka Medical Centre,24.879799,67.0880938,OPERATIONAL,"hospital, health, point_of_interest, establishment",#N/A,,,,,
