Place ID,Business Name,Latitude,Longitude,Status,Category
ChIJT8WAw8c9sz4R7KR7f4P8zUo,Friends Optical & Audiology Centre (Rashid Minhas Rd),24.9214051,67.0936786,OPERATIONAL,"doctor, health, point_of_interest, store, establishment"
ChIJH5x4FOo_sz4R43P1UyTH9NQ,Surgi care clinic,24.9195975,67.075684,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJxzNjv9g_sz4RGmce-hIFjlw,NK consultant clinic,24.918859,67.0759198,OPERATIONAL,"dentist, physiotherapist, doctor, health, point_of_interest, establishment"
ChIJEbuFba4_sz4REOInYhBSJuo,Dr mustafa care and cure medical center,24.9171251,67.0797264,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJZ4t3ysc_sz4R1pUvszVbo04,Junaid Chiropractic Care,24.9196875,67.0830625,OPERATIONAL,"physiotherapist, doctor, health, point_of_interest, establishment"
ChIJQcZqTQA_sz4R8eUoaaUDBgc,Burhan eye and poly clinic,24.9110316,67.0865153,OPERATIONAL,"point_of_interest, doctor, health, establishment"
ChIJnQQwyBE_sz4RK1S5IayZqoA,Dr. Mehrun Nissa Clinic,24.9108679,67.08627109999999,OPERATIONAL,"point_of_interest, doctor, health, establishment"
ChIJJTsaF5I_sz4R7QQnn_sv6Do,Quick Pranic Healing Centre,24.9113075,67.0865462,OPERATIONAL,"doctor, point_of_interest, health, establishment"
ChIJjcEC724_sz4RhBIFtY3GgX8,Tayyaba homeo clinic,24.9099153,67.0855267,OPERATIONAL,"doctor, point_of_interest, health, establishment"
ChIJ7e6gJ30_sz4R_-SrpjHFt3U,Dr Waseem Poly Clinic,24.9119053,67.0877733,OPERATIONAL,"doctor, point_of_interest, health, establishment"
ChIJwdTXfA4_sz4R4bYapB60T20,Doctor Waseem Allergy Clinic,24.91193539999999,67.08780900000001,OPERATIONAL,"point_of_interest, doctor, health, establishment"
ChIJS6DQLKM9sz4RG1Zj21H5kzE,Dr. Imran Yousuf,24.9096813,67.0852945,OPERATIONAL,"doctor, point_of_interest, health, establishment"
ChIJZxoyC-U_sz4RUCgsisOiIRQ,Gulf Dental & Aesthetics - Gulshan-E-Iqbal Branch Karachi - Teeth Whitening - Scaling & Polishing - Dental Clinic in Karachi,24.9094438,67.0842279,OPERATIONAL,"dentist, point_of_interest, doctor, health, establishment"
ChIJP9ynNCw_sz4RiMW04yGWnfc,Bhatti Dental Clinic | Best Dental Clinic in Karachi | Female Dentist in Karachi | Best Dentist in karachi,24.9124464,67.0892641,OPERATIONAL,"dentist, point_of_interest, doctor, health, establishment"
ChIJ5Q8Oyyo_sz4Rr24wNUyNOeA,Dr. Afseen Khan clinic,24.9092566,67.0835,OPERATIONAL,"point_of_interest, doctor, health, establishment"
ChIJuyj5t_s_sz4R22ipaSJ9dCQ,Nayab Homeo Clinic,24.909077,67.0836504,OPERATIONAL,"doctor, point_of_interest, health, establishment"
ChIJbXTLldc_sz4RwBO73Is6xgY,Azra & Consultant clinic,24.9092632,67.0825459,OPERATIONAL,"doctor, point_of_interest, health, establishment"
ChIJmeAb_R85sz4RDHx9NYqWNdI,Aqeel Foot Comfort Services,24.9207337,67.0950387,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJcXCrn8g5sz4Rk828c3dIo8s,Child Care Clinic - Dr Afzal Memon,24.91968749999999,67.09593749999999,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJA8epIDc5sz4Rme6SU_CWQps,Al FATAH DENTAL CLINIC,24.9197993,67.0950506,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJ_2yMy8w4sz4ResF_wRCX5QM,Doctors' Inn,24.91996009999999,67.0943747,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJudIoJ804sz4RJd2J3pYGM_s,Dr. Abeer Dental Clinic,24.9189159,67.09519929999999,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJ5xn2UP8_sz4RbopmygdWvOc,The Saeeds,24.9196393,67.093616,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJo2ixHmE_sz4RZNH_DohKKkM,Alsyeed Dawakhana and herbal medicine clinic and infertility center,24.9232282,67.09342769999999,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJLaUPDjI_sz4Rw5pM-pNNZow,RA dental clinic,24.9233497,67.09338679999999,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJs7EJmDQ_sz4RyVENQ9nW5nE,HAROON OPTICAL,24.9220964,67.0926221,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJQ0QEnc44sz4RFR-gLjboc7s,Matab Hakeem Syed Mutti,24.9207276,67.1002328,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJS16cASM5sz4RcNe7P4KwndU,Dr. Kishore Khatri,24.9232465,67.093026,OPERATIONAL,"dentist, doctor, health, point_of_interest, establishment"
ChIJJb4G2es_sz4RtPZpfnAqRmQ,Noor optics & eye care,24.9220817,67.09238549999999,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJh40uyBw_sz4RLV17cXhEyVY,Shafi Homeopathic Clinic,24.9226067,67.0925753,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJHy7UZTM_sz4R5F_XvPgKB6o,Fizza Eye Care Center,24.920848,67.0922446,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJCwZ5gRk_sz4Rvjuwk_I8Xhw,Yashfeen dawa khana,24.9219508,67.09220479999999,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJveuhE7c4sz4R79RDvwc7CK0,Dr AQ Khan,24.9327034,67.1043412,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJC1v-1No5sz4RHv8E6rg8K1c,DIABETIC CLINIC,24.928132,67.10489670000001,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJESBt8_U5sz4RRd8XDWMvcTQ,DR.ASIFA SHAKIR HOMOEO CLINIC,24.9283384,67.10868599999999,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJTboyW-4_sz4RaDbadfCzXWs,Reviv - Times General Hospital,24.9320982,67.1022395,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJJ6_gfoo5sz4RCETUiDDLIuk,Dr.Syeda Anis Fatima Zaidi,24.927846,67.099445,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJcZyJ10E5sz4RX6dRLnVnbio,Zaheer Medical Center,24.9244009,67.1021318,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJE88FHYM5sz4RiGUpf-uXN4U,Shaheen Medical Centre and Ultrasound Clinic,24.923735,67.10265729999999,OPERATIONAL,"doctor, health, point_of_interest, establishment"
ChIJwXb6rBc_sz4R8cPGS8NI20o,Al Haq Pharmacy,24.9145009,67.0678234,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJp0yA7qs_sz4RpwadSwnehOg,Saqlain Dawakhana,24.9147851,67.06500849999999,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJAQCQMxE_sz4RCGZf5BBBrFg,Unique Homoeopathic Store And Clinic,24.9150586,67.0641977,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJTZ1TawA_sz4REKdhRVAf5Gs,WAHEED MEDICAL & SUPERSTORE,24.9156184,67.064887,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJofA9-QQ_sz4Rjt3Ww9Q46jg,FAISAL MEDICO,24.9098923,67.0717662,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJx2xH6iI_sz4RecyfwrYbQW4,Ayyan General Store,24.9110138,67.0720492,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJ2_5ii7Y_sz4RJlFzEmRWV4k,Bin zaheer pharmacy,24.9098979,67.0726086,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJtey10jk_sz4RmX4ug7Ozdbw,Rajput Medical & General Store,24.917258,67.0670173,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJo6wre80_sz4Rv4LpXAl-7uw,Al-Khidmat Water Filtration Plant,24.9165055,67.070319,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJxXPT5Ww_sz4RgfoY4ezBF4g,DO CLINIC PHARMACY,24.91040139999999,67.0739086,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJYagFnEA_sz4R1r43op2FOvU,Tayab Noor Medical,24.9090177,67.05885909999999,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJdxFm0nc_sz4Rq55cekEk9zo,Shifa medical store and homeopathic,24.91056489999999,67.0744057,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJV3RNKAA_sz4R2x0YeT0-CFY,N.S Medical and General Store,24.909846,67.0580933,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJQRvpFkE_sz4RYVpFRbfIMUM,Hussain Medical Store,24.9099151,67.0580159,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJ1ezqcxw_sz4Rc__iFGH-Jp4,Ahmed medicos and mart,24.9108072,67.0756184,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJC5OMK-5Bsz4R1XYWDLKQNyI,DVAGO Pharmacy & Wellness Experts,24.9130559,67.08003310000001,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJ56lJnA4_sz4RzyKe_riFQ-I,New Saver's Pharmacy,24.9125195,67.0803375,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJpz1LsXw_sz4RdWzjICCl_94,Nasa Pharmacy,24.9131105,67.0810341,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJU4_Pydw_sz4RMUKBA5QjJAc,Kashif Medicos,24.9134831,67.0811365,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJb9_Khfc_sz4RXWz4dyw6i9Y,Health Mart,24.91360599999999,67.0813142,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJjVSXIpU_sz4RmvJGCqfFdRQ,Mushtaq Memorial Homeo Clinic,24.9142324,67.080958,OPERATIONAL,"drugstore, pharmacy, health, point_of_interest, store, establishment"
ChIJXQR9HL4_sz4RFsQ4y3FqiQI,Subhanallah Medical,24.9062345,67.07929159999999,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJbTgf-iY_sz4RCLdOlPIIB7I,Super Medicos,24.90584459999999,67.07883319999999,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJHbxZrCg_sz4ReKyLIBM8FGs,Blue Star Medical Center,24.9078774,67.0819554,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJ4SKk4yY_sz4R5D2fk6BV5aI,Marhaba Medical & General Store,24.905252,67.0783431,OPERATIONAL,"pharmacy, food, health, point_of_interest, store, establishment"
ChIJhaLaeZw_sz4RyWGyopIJ4tg,Bilal Medicos,24.9142032,67.0822793,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJubP-MT8_sz4RN_g-qBPS4jE,Homeopathy Clinic,24.9219488,67.0771879,OPERATIONAL,"pharmacy, drugstore, health, store, point_of_interest, establishment"
ChIJVSte6y4_sz4R-jxv0gzmuDs,Marhaba medical store,24.9191309,67.07602419999999,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJ222nMQA_sz4R-8s-_Kg1pNw,De Medico,24.9189389,67.0757849,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJjRZ2GQg_sz4RuM6sYmyTI2c,Medieval pharmacy,24.9182901,67.0737432,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJLUprwok_sz4RmVBvL5OUo4A,Al Shahab Homoeopathic Store & Clinic,24.9174142,67.0755545,OPERATIONAL,"pharmacy, drugstore, health, store, point_of_interest, establishment"
ChIJ1Ygl7Yc_sz4RHegl7XicsV8,"Ghousia Medical Store ,Zia Ul Haq Colony,Gulshan E Iqbal Block 1",24.9208562,67.0809195,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJM8LIP_Y_sz4RpqT8UIyE6ew,Bissmillah Medical & General Store,24.9176484,67.0805513,OPERATIONAL,"pharmacy, health, store, point_of_interest, establishment"
ChIJoRHDa7I_sz4RXMrEDEz27MI,Zeenat medico,24.911373,67.08701669999999,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJKfESlS4_sz4RP-y9povohO4,Karim Housing Private Ltd,24.9111573,67.0873208,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJMYlqKCw_sz4RyQFV5sjXu9c,Al-Habib Medical Store,24.9117335,67.0882654,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJkwkcH2g_sz4RgSd1F6Bncho,Mohammadi Homeopathic Store,24.9120987,67.0887438,OPERATIONAL,"drugstore, pharmacy, health, point_of_interest, store, establishment"
ChIJ78QlLiw_sz4Rh7k8PHTWgto,Usmania Homeopathic Store & Clinic,24.9122102,67.0889029,OPERATIONAL,"drugstore, pharmacy, health, point_of_interest, store, establishment"
ChIJ774f1aE_sz4RMtllmOIvwUU,Rohilla Clinic / V Care pharmacy,24.9092463,67.083908,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJnz2AelE_sz4R7zyt1UXLtK0,Memon Medicine Point,24.909166,67.08346689999999,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJsdnBsSg_sz4RPABZdp2SILA,Al-Mustafa medical Store,24.90828419999999,67.08324,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJ-0jisSg_sz4RX_1KdmjGU8c,Hadi Medical Store,24.9082833,67.0829584,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJTfP4qyg_sz4RzsQxuvmNp3w,Rite Medico,24.9082013,67.08243929999999,OPERATIONAL,"supermarket, pharmacy, grocery_or_supermarket, food, health, point_of_interest, store, establishment"
ChIJwXezd-0_sz4RmMTU9MQ5QbA,Storzo Pharmacy,24.9080913,67.0823089,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJmaVvSX8_sz4RrLHPkZPDSZw,African herbal Oil in Karachi,24.9165369,67.0864136,OPERATIONAL,"pharmacy, health, point_of_interest, store, establishment"
ChIJN28QbeQ5sz4RWUheyyXmZAA,Mona's Pharmacy,24.9208978,67.0951438,OPERATIONAL,"pharmacy, point_of_interest, store, health, establishment"
ChIJa6pQSp0_sz4RPXzZuJ0nsos,MEDICAL POINT CONSULTANT CLINIC & PHARMACY,24.92106919999999,67.0939483,OPERATIONAL,"pharmacy, point_of_interest, store, health, establishment"
ChIJJftpDs04sz4RVONMk_bhYvE,Bio Plus,24.9183104,67.096473,OPERATIONAL,"pharmacy, point_of_interest, store, health, establishment"
